15999,5771,5445,5110,6793,5009,16691,2679
18667,4810,5581,4868,6848,4642,17401,2067
18319,5467,5004,5186,6871,4848,17124,2218
18205,5521,5768,4635,6928,4819,16177,2834
18653,5429,5602,4802,6170,4691,17105,2305
18334,5206,5479,4895,7527,4461,16891,2223
18773,5472,5757,4929,7128,4578,14854,1830
18491,5153,5593,4858,7431,4983,16661,1932
