15385,12916,15223,4896,12808,6916,10234,7708
17182,11393,14800,4940,14045,6220,10005,7900
17508,13232,13466,4925,13314,6379,10130,7346
17510,13073,15521,4351,13334,6311,10083,7476
17226,12916,15458,4991,11715,6131,10066,7673
17429,13712,15561,4737,12959,5450,9940,7719
17433,13548,15198,4856,13540,5984,8612,7797
17542,13379,15288,4800,13011,6501,9748,7013
