0,0,20,8,0,0,31,0,0,0,0,0,0,0,0,0,0,14,0,0,0,32,0,0,0,31,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,0,0,32,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
0,0,32,27,0,0,0,0,0,13,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,5,0,0,0,0,0,0,0,32,0,0,0,0,0,19,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,9,0,18,0,0,0,0,0,0,0,0,0,0,32,0,1,0,32,0,0,0,3,0,0,0,0,0,0,0,26,13,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,31,7,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,12,1,12,0,10,5,0,5,1,0,1,0,2,15,1,2,8,27,0,5,1,14,0,4,1,0,0,0,2,10,22,1,0,0,2,2,0,6,2,19,0,1,0,5,3,2,0,10,15,0,0,1,0,0,0,3,0,8,1,11
0,0,2,0,0,0,11,0,7,7,0,2,0,0,1,1,2,21,1,4,9,23,1,4,0,11,0,4,1,0,0,2,1,14,21,0,0,0,0,1,0,2,2,21,0,6,0,2,5,2,0,8,16,0,0,2,0,0,0,2,0,5,2,14
0,0,29,8,19,0,0,0,0,8,0,0,0,0,0,0,0,32,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
0,0,32,2,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8,0,32,0,0,0,0,0,0,0,0,19,0,0,32,0,0,0,0,0,0,0,0,0,32,0,6,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,17,0,0
0,3,3,0,21,0,7,0,5,1,0,1,0,0,1,0,1,26,1,1,12,28,0,3,0,10,0,5,0,1,0,0,1,18,25,0,0,0,1,1,0,1,2,19,0,1,0,2,9,0,0,9,19,0,0,1,0,1,0,2,0,5,1,8
0,0,1,0,4,0,11,5,0,1,1,4,0,1,3,1,0,31,0,0,1,24,1,9,4,3,4,0,0,0,6,0,4,0,20,1,5,0,4,2,1,3,6,7,4,0,0,12,0,3,6,0,15,3,0,0,1,4,6,6,4,9,2,0
0,0,1,0,8,4,16,2,10,0,2,0,0,1,4,1,0,14,1,1,1,24,2,9,3,14,4,2,0,0,3,1,3,0,21,1,0,0,2,9,6,4,3,8,1,0,1,6,0,2,0,9,16,1,1,1,0,0,1,4,1,12,3,12
0,0,17,23,32,0,0,0,0,5,0,0,0,0,0,0,0,32,0,14,0,31,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,32,0,5,0,0,3,0,0,30,1,0,0,7,0,0,0,0,0,0,0,0
0,0,5,0,22,4,11,0,5,10,0,0,0,0,1,0,1,24,1,2,12,18,0,3,0,11,0,4,0,0,0,1,2,24,17,0,0,2,0,1,0,1,2,18,0,1,0,1,13,2,0,4,12,0,1,0,0,0,0,2,0,5,0,12
0,5,4,8,4,0,4,1,2,4,0,1,0,0,2,0,1,28,0,4,8,14,0,1,0,2,0,4,0,2,0,7,1,26,17,0,0,0,0,1,0,2,2,26,0,5,0,1,18,0,1,11,27,0,0,0,0,0,2,2,0,4,1,3
0,0,2,0,0,5,5,7,5,12,2,1,1,0,7,1,0,13,1,2,1,17,5,7,3,6,6,3,1,4,3,0,0,0,13,7,3,0,5,7,0,3,8,5,0,5,1,5,1,9,4,6,10,0,1,1,4,5,4,7,4,7,5,4
0,8,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,32,2,10,12,21,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0,0,0,0,0,0,27,0,6,0,0,20,0,0,11,23,0,0,0,0,0,0,0,0,0,0,7
0,0,2,0,9,1,10,0,6,6,0,1,0,0,1,0,1,20,2,2,8,25,3,5,3,9,0,4,0,1,6,0,1,13,25,0,0,0,3,1,0,5,3,17,0,4,2,4,2,2,0,11,16,0,1,3,0,0,0,3,0,5,1,9
0,1,0,0,5,4,12,2,18,9,3,2,0,2,2,4,0,6,0,0,0,22,1,6,4,4,0,0,2,1,0,4,1,0,17,1,3,0,2,4,0,6,7,7,0,8,1,15,0,24,0,6,10,0,0,0,3,2,2,6,1,6,7,0
0,0,1,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,24,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,1,0,32,0,4,0,0,13,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,24,32,0,31,0,0,0,0,0,0,0,0,0,0,32,0,17,0,32,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,23,0,9,0,1,0,0,0,0,0,1,0,1,31,1,0,14,29,0,0,0,3,0,2,0,0,0,0,1,26,26,0,0,0,0,1,0,1,0,22,0,0,0,1,14,0,0,13,28,0,0,0,0,0,0,0,0,3,0,3
0,3,3,0,18,0,8,2,3,3,0,1,0,0,1,1,1,21,4,3,0,23,1,3,0,11,0,4,0,0,1,1,2,19,25,1,0,0,0,1,0,1,2,16,0,0,0,2,12,3,0,12,15,0,1,1,0,0,0,2,0,3,0,13
0,0,1,0,4,3,15,5,8,1,1,2,0,0,3,1,2,16,3,1,2,0,1,5,1,16,0,4,0,0,1,7,1,0,22,1,0,0,1,0,2,0,5,7,0,1,3,10,0,21,1,6,16,0,1,1,3,0,2,4,1,6,2,11
0,0,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,4,7,0,6,0,0,0,0,2,0,32,2,21,0,0,13,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,1,1,12,4,11,1,1,7,0,0,2,0,1,10,1,0,0,24,3,0,2,12,0,4,0,3,3,2,1,3,25,2,0,1,6,1,0,3,4,14,0,4,0,11,1,1,1,8,19,0,1,1,0,2,5,4,2,6,2,13
0,0,32,0,31,0,32,0,0,2,0,0,0,0,0,0,0,25,0,0,0,32,0,0,0,8,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,28,0,0,12,0,0,0,0,0,0,0,0,0
0,5,3,0,4,0,8,6,12,1,1,0,0,1,5,2,1,7,0,0,1,23,3,8,3,0,4,4,0,0,3,4,1,0,17,6,3,1,3,6,1,6,5,10,0,2,0,8,0,24,1,6,15,0,1,0,6,2,2,5,3,3,4,2
1,2,0,0,7,1,12,2,11,5,5,1,0,1,0,0,1,17,3,6,5,26,3,8,2,12,0,0,2,3,3,0,0,0,25,0,1,2,3,4,3,2,5,6,1,4,0,1,1,1,5,5,11,1,2,2,1,2,1,3,2,12,4,6
0,0,2,1,6,1,14,2,9,0,0,2,2,1,6,3,1,8,1,1,0,24,1,5,4,12,2,0,0,0,4,2,2,3,19,2,0,1,2,7,0,5,5,8,0,2,0,5,1,18,2,9,10,0,2,1,3,1,2,5,1,8,2,12
0,1,2,0,8,1,11,3,11,7,5,4,1,1,6,2,2,11,1,1,2,23,3,6,1,9,0,4,0,1,3,1,2,0,17,1,1,3,2,9,4,2,4,6,0,1,5,8,1,4,1,6,11,0,2,1,2,1,1,4,1,5,4,13
0,0,3,0,6,5,3,0,7,20,0,0,0,0,1,0,2,20,1,4,14,18,2,2,0,7,0,3,1,0,1,0,2,20,17,0,4,1,0,1,0,1,3,24,0,2,0,2,13,2,0,6,24,0,0,0,0,0,0,2,0,3,2,5
