42,39,41,43,41,33,37,40,34,33,29,34,45,45,41,45
14,23,28,27,35,30,25,29,22,25,36,27,28,18,27,18
45,45,40,39,39,47,38,42,45,46,56,52,37,45,37,43
53,49,51,54,52,50,64,59,54,56,66,71,57,55,48,61
23,26,19,33,30,25,24,21,32,27,19,20,17,12,24,25
37,32,27,24,18,22,24,30,35,37,37,41,29,36,41,29
56,52,63,56,49,61,50,67,65,55,59,60,61,53,52,61
17,24,21,17,33,36,34,22,20,17,24,24,22,25,23,21
37,21,12,15,17,14,13,17,26,24,21,22,19,28,28,18
19,30,31,39,22,27,25,28,21,20,22,16,20,17,17,17
27,31,22,24,24,20,29,23,34,31,26,26,20,27,15,25
37,41,56,43,51,49,46,40,46,35,27,15,40,44,39,41
17,15,19,19,22,17,24,18,15,17,10,25,21,15,20,16
21,20,31,37,34,35,30,34,26,39,27,20,27,23,27,27
41,44,38,33,34,36,40,24,24,30,35,42,43,38,40,41
26,20,13,9,11,10,9,18,13,20,18,17,26,31,33,24
