20,35,24,16,48,22,14,26,12,15,33,50,68,49,44,36
17,29,17,29,56,13,12,37,15,14,26,34,85,59,47,22
17,34,17,12,53,26,25,35,11,22,10,36,72,47,59,36
19,35,16,19,60,26,15,21,9,7,20,31,78,60,62,34
10,32,14,18,52,29,19,21,26,22,28,31,57,59,58,36
18,29,11,15,52,22,26,30,22,27,20,31,61,61,54,33
13,24,10,5,52,34,32,19,22,19,24,40,79,60,50,29
22,19,19,5,55,44,28,25,17,15,23,49,65,48,44,34
15,22,15,13,58,35,25,25,13,16,26,42,65,51,67,24
26,37,14,12,48,32,27,21,12,18,23,49,82,32,50,29
22,24,28,7,47,35,20,21,17,13,32,65,72,43,36,30
14,27,21,7,43,44,11,15,12,15,41,65,89,51,19,38
9,15,10,9,43,46,19,29,18,20,32,46,88,54,42,32
20,31,17,13,51,44,17,19,13,8,25,66,74,43,37,34
20,34,25,25,38,42,12,26,16,15,25,39,71,48,43,33
13,34,13,9,59,36,12,25,11,12,18,39,84,52,59,36
