1020,4705,10187,590,2864,2290,1989,3518,7201,3410,4576,2233,4865,2034,4779,1425,4769,5933,4102,5303,2449,527,2559,2625,2473,170,2128,2981,2336,3143,2688,2440
1884,2202,10174,534,2910,2223,1939,3798,7088,3265,4606,2205,5130,2004,4788,1402,4819,5955,3438,5422,2534,659,2394,2548,2544,117,2023,3043,2452,3216,2705,2960
2043,4495,4956,562,3056,2073,1931,3771,7130,3423,4616,2218,5211,2020,4824,1366,4780,5830,3783,5379,2464,621,2355,2546,2428,129,2279,3058,2367,3193,2728,2434
1900,4438,10066,349,2735,2211,1928,3864,7027,3138,4575,2252,5261,2106,4696,1480,4740,5867,3576,5379,2509,553,2461,2742,2478,177,1977,3035,2502,3048,2864,2997
1820,4770,10215,506,1505,2293,1937,3637,7093,3310,4657,2146,4512,1889,5107,1391,4888,6120,3757,5495,2539,549,2586,2514,2446,144,2204,3187,2355,3214,2570,2314
1957,4742,10258,509,2874,1022,1913,3735,7488,3086,4598,2194,5114,2123,5050,1387,4762,5931,3503,5300,2471,651,2382,2597,2534,131,2110,2944,2421,3212,2700,2432
1882,4587,10184,499,2854,2189,1022,3823,7197,3197,4704,2116,5294,2162,4987,1435,4746,6055,3496,5378,2423,584,2401,2522,2447,135,1991,2878,2421,3294,2714,2640
1848,4544,9944,701,2886,2256,1815,1985,7053,3334,4583,2164,4680,2033,4719,1296,4884,5796,3779,5514,2595,536,2548,2589,2380,199,2248,3400,2435,3096,2828,2626
2032,4602,10285,566,2738,2147,2027,3569,3672,3155,4502,2168,5007,2114,5097,1449,4677,6146,3900,5254,2375,667,2618,2524,2573,128,2086,2965,2313,3138,2691,2484
1947,4752,10436,572,3198,2076,2042,3795,7091,1654,4466,2068,5005,2070,4885,1571,4821,5798,3721,5233,2410,722,2337,2628,2517,122,2190,2770,2328,3206,2656,2580
1918,4456,9970,581,3067,2089,1875,3897,7221,3464,2358,2249,5183,2096,4640,1394,4597,5908,3611,5299,2469,519,2483,2467,2536,149,2249,3239,2501,3125,2677,2510
1870,4611,10008,627,2886,2232,1847,4068,7229,3296,4637,1086,4677,2101,4567,1415,4730,5995,3605,5436,2491,648,2459,2502,2467,190,2155,3149,2541,3178,2763,2653
1866,4625,10043,591,3213,2174,1917,3657,6853,3425,4579,2222,2421,2059,4990,1300,4758,6016,3803,5347,2566,617,2590,2522,2500,153,2486,3201,2441,3114,2681,2324
1860,4612,10098,548,2870,2138,1886,3757,6938,3356,4484,2168,4933,1083,4943,1264,4961,5893,3925,5376,2543,597,2474,2657,2462,146,2161,3000,2455,3116,2764,2713
1921,4737,10221,496,2685,2111,1922,3663,7184,3217,4463,2222,5066,2146,2467,1433,4750,5898,3550,5351,2419,597,2382,2704,2499,117,2076,3158,2403,3221,2791,2919
1821,4733,10216,522,2727,2262,1963,3642,7186,3346,4691,2179,4677,1974,5076,682,5039,5985,3893,5285,2445,606,2598,2524,2509,109,2172,3020,2385,3072,2724,2466
1926,4473,10164,519,2846,2168,1929,3848,7110,3184,4543,2089,5604,2157,4896,1327,2431,5960,3697,5306,2439,523,2591,2563,2389,123,1968,3020,2245,3185,2863,2672
1879,4473,10128,544,3144,2252,1909,3918,6953,3333,4632,2144,5246,2012,5055,1202,4968,2920,3766,5320,2516,525,2579,2461,2420,122,2149,2925,2351,3261,2684,2396
1933,4688,10370,550,2909,2196,1944,3734,7322,3182,4689,2125,4918,2105,5018,1475,4923,6085,1985,5293,2462,540,2584,2477,2470,152,1991,2792,2355,3243,2640,2167
1904,4455,10102,569,3201,2173,1878,3964,6939,3264,4545,2133,5306,2111,4958,1337,4957,5712,3735,2618,2455,546,2413,2614,2449,147,2185,3225,2352,3039,2703,2621
1829,4257,10000,505,2945,2166,1870,3724,6913,3618,4628,2202,5704,2180,4850,1434,4603,5732,3736,5480,1260,585,2562,2522,2528,124,2052,3166,2422,3155,2672,2492
1886,4469,10113,612,3084,2192,1908,3916,6936,3314,4648,2170,4920,2154,4773,1225,4945,5706,3818,5360,2469,212,2619,2599,2456,122,2175,3319,2396,3175,2849,2391
1918,4376,10101,588,3024,2170,1780,3958,7117,3488,4565,2147,5121,2132,4943,1329,4798,5749,3942,5406,2530,495,1163,2580,2375,165,2276,3171,2454,3080,2747,2231
