6976,3436,5979,3497,5745,1899,1361,2830
7809,3185,5696,3498,5725,2023,1534,3048
7708,3452,5107,3501,6031,1941,1496,2838
7726,3787,5677,3323,5819,1667,1451,2939
7688,3678,5811,3555,5189,1968,1516,2664
7851,3560,5884,3560,5750,1720,1338,2792
7856,3464,5799,3654,5741,1819,1216,3061
7405,3739,5885,3826,5716,1801,1464,2555
