2310,7115,5471,4655,2454,5116,8634,4642,9049,3418,2011,5482,1986,3318,2893,3846,4465,2349,5810,5347,3278,6939,8014,3830,2283,3017,4891,1167,6947,4348,2755,7703
4657,3697,5272,4633,2348,5199,8719,4555,9268,3212,2124,5503,1892,3295,3032,3772,4517,2353,5838,5337,2962,7100,7924,3804,2255,2993,4921,1121,6956,4310,2734,7818
4852,7396,2611,4485,2592,5001,8505,4480,9366,3271,1972,5316,1897,3187,3167,3747,4594,2592,5934,5194,3467,6834,7979,3770,2181,3057,5002,1109,6850,4378,2956,7565
4609,7381,5337,2260,2403,5136,8902,4571,9100,3495,2126,5696,1690,3255,3476,3793,4424,2297,5728,5423,3177,6965,7961,3936,2256,3016,4844,1093,6822,4271,2661,7437
4665,7422,5312,4618,1216,5070,8804,4521,9215,3446,1879,5619,1889,3212,3349,3732,4535,2264,5765,5303,3389,6969,8063,3801,2137,2941,4903,1069,6953,4297,2783,7677
4504,7480,5308,4580,2430,2486,8724,4540,9142,3296,2146,5527,1903,3449,3235,3813,4450,2499,5816,5277,3156,7024,7951,3656,2188,3115,4761,1044,7046,4410,2728,7553
4428,7569,5464,4589,2309,5068,4394,4473,8863,3539,2202,5520,1868,3247,3380,3711,4368,2292,5671,5275,3351,7165,8113,3740,2266,3006,4765,1135,7008,4337,2667,7703
4775,7425,5324,4522,2403,5145,8660,2277,9244,3395,2136,5614,1924,3208,3323,3561,4491,2340,5847,5239,3367,6952,7969,3742,2175,3025,4896,1165,6868,4248,2696,7604
4542,7651,5355,4480,2624,4963,8634,4456,4407,3597,2006,5786,1898,3166,3440,3872,4450,2415,5654,5204,3378,6791,7883,3832,2393,2983,4749,1287,6904,4259,2641,7594
4442,7722,5426,4411,2455,5065,8740,4447,8955,1909,2151,5651,1797,3284,3514,3726,4361,2436,5643,5185,3072,6900,8152,3749,2273,3006,4950,1123,7042,4265,2694,7654
4622,7504,5186,4532,2322,4970,8630,4590,9065,3411,1217,5566,1880,3285,3617,3698,4485,2489,5876,5261,3761,6794,7866,3679,2180,3106,5008,1023,6748,4296,2870,7327
