18758,8617,17585,11324,9086,6675,13294,28612
21401,7555,17145,11442,8409,6763,13359,29280
21307,8476,15279,11124,9003,7111,13176,28873
21447,8534,17446,9725,9251,6691,13372,28727
21003,8684,17309,11594,8093,6803,13405,28507
21354,8227,17550,11134,9169,5605,13406,29188
21245,8198,17484,11415,8813,6523,11881,29250
20954,8409,17372,11412,8967,6403,13624,25590
