37599,48652,47575,63013,40737,61613,56847,59410
43314,42340,46770,64088,41079,61562,56843,58981
43546,47968,41050,62911,40489,62707,55731,60246
43123,47530,46985,56113,40277,62056,56672,60378
43248,48093,46536,64593,35116,61190,56170,60741
44035,47578,46810,64561,40502,53809,56105,59826
44318,47146,47096,64233,40153,61693,48589,60525
44205,47706,46998,64761,40401,60735,55863,52538
