268,261,271,260,252,258,248,215,199,230,238,253,249,225,228,215
664,692,724,710,674,712,688,735,726,662,671,667,671,686,699,728
500,483,511,520,480,565,594,541,498,530,523,476,514,514,519,488
491,564,518,492,541,515,475,502,515,509,523,518,503,519,538,544
530,544,497,536,490,499,483,534,521,512,509,487,493,543,523,521
460,459,505,442,494,457,464,441,522,467,490,513,487,474,427,505
363,407,430,430,399,430,429,403,377,406,409,419,475,470,407,374
432,421,431,416,442,401,406,442,403,425,410,444,446,451,433,445
658,682,689,702,695,642,706,724,734,700,652,671,646,625,744,666
299,282,336,278,281,332,313,290,292,293,326,299,302,287,282,320
487,478,434,500,549,439,505,502,487,508,547,505,478,490,485,488
654,637,621,602,628,619,620,605,600,558,605,638,600,593,608,591
480,540,496,494,534,503,488,465,527,477,513,534,531,543,511,512
414,376,415,421,313,365,392,331,399,371,373,374,376,381,369,396
413,403,419,413,434,420,371,397,418,478,399,376,368,373,386,406
1079,963,895,976,986,1035,1010,1065,974,1066,1004,1018,1053,1018,1033,993
