26112,57664,29312,114688,64576,77952,60416,80256,71232,42176,143488,18560,194688,135296,80384,91904
39680,37440,14464,78656,45952,79872,46912,66688,75456,48064,113856,16832,142912,96704,56000,86528
26432,27712,13312,85632,40512,64000,50304,60352,56704,42112,81216,28224,116544,71936,52352,73536
39104,22016,7936,61824,28416,49536,32256,48640,64192,25472,78720,10560,92736,62016,56640,79232
24704,19648,7360,47104,32704,37696,25856,46400,49728,30848,64768,10048,99968,66432,47424,60032
23232,17408,10624,37952,23680,37312,27200,37504,45952,29056,61504,9984,96384,63936,51328,59264
20864,22336,7936,50176,27392,36800,28672,34304,44032,24640,57280,12800,83392,60608,35264,49984
27072,16384,5952,43456,19200,28736,25088,32704,48192,14464,57792,7104,68672,57408,60800,49664
26560,14528,5632,44736,17408,30976,22592,29952,42880,13696,49856,7424,78784,47104,38784,56960
23232,17024,4736,36864,16320,27776,19072,32320,40832,16448,48896,5952,71552,48704,34432,51456
21056,15808,6144,30400,17856,32064,17728,26752,45312,17984,45760,6656,72768,42176,33920,47872
20928,15936,8896,34240,13952,29120,18624,31168,41280,15552,46976,4160,51456,39616,40768,47616
24320,13312,6528,30528,15040,22784,19712,19712,38400,13312,48832,3648,48128,44800,40064,49152
15168,12352,4224,33536,13120,27712,16512,22528,41088,16320,41280,6464,43904,43072,44928,38144
19776,14848,1792,22976,19520,27072,12800,26752,33792,14656,39296,4672,54528,38400,26752,37632
29056,13632,2304,24512,12480,14528,15232,23104,30400,10496,30848,2368,41344,38080,34880,36160
