20624,17360,13248,10432,11136,10800,8784,9088,6784,8688,8880,8240,7808,6800,7664,7312
30272,22960,22528,16496,15856,14816,13424,12016,11520,10960,9728,8176,8192,8032,6768,5280
19552,14800,15392,11968,11440,9872,11344,9520,9968,7264,7888,7392,6544,7376,6320,6256
22976,17984,15680,13456,11760,10528,11536,9568,9728,8640,7984,8416,7728,7472,6432,6320
14256,10096,9920,9392,7376,6432,7088,6048,6336,5456,5376,4288,4736,4720,4016,3296
24592,21408,16816,15504,11888,10400,11328,11952,10192,8784,8848,8784,8432,8432,7696,6864
15200,10512,10384,8176,7888,9056,7312,6784,6256,6256,6240,5808,5120,5264,4960,4288
15376,15856,11488,10592,10400,9088,7648,7360,7584,7120,8464,7952,7536,6480,6672,7360
9104,8144,6912,6208,5104,4240,5392,4240,4352,3712,3056,3344,2800,3424,2960,2416
33392,27936,22592,19632,16160,15808,14176,14720,12320,12112,12000,12144,10784,10688,9808,8368
12704,10160,9024,5520,6192,5248,4848,4064,3840,4672,4320,4192,4112,3200,3328,2880
11456,7456,6736,4800,5232,4080,4752,3440,3360,3248,2304,2048,2160,2080,1904,1504
15824,12496,9840,8944,7680,8288,6816,6992,6448,6720,6960,6976,5872,5632,5968,5152
30928,24416,19616,14656,15104,14128,12496,11056,10624,10224,9280,9376,9664,7808,7520,6640
16256,13648,11344,10816,9600,9504,8560,8176,8160,7568,8128,6832,6912,7040,7040,6864
29664,26272,21200,23232,14864,15792,13616,15648,14496,12480,10608,11104,11168,10640,9760,9056
