0,0,11,2,31,3,1,1,1,0,24,8,1,8,3,2,2,3,10,16,17,2,35,8,6,1,7,4,18,9,9,1,1,5,18,5,8,8,4,1,0,1,18,2,4,12,9,2,4,2,3,4,7,55,5,2,6,2,0,6,18,5,0,2,2,12,1,7,0,7,9,7,10,1,5,4,37,0,12,0,4,0,1,5,9,22,0,11,6,1,5,2,9,9,1,15,0,3,21,1,15,16,4,25,5,13,0,14,4,6,0,2,22,63,7,32,0,0,14,0,6,0,12,42,11,1,5,3
0,0,10,0,23,2,0,3,5,0,22,8,3,5,5,1,2,1,12,13,25,0,40,7,3,0,5,3,20,8,9,1,2,6,13,6,12,16,4,2,0,5,17,2,8,9,10,1,3,1,0,4,11,53,1,1,4,4,0,3,16,5,0,3,3,8,2,4,0,5,11,8,12,0,3,7,35,2,16,1,4,1,0,3,7,23,0,19,4,2,16,1,8,10,0,12,0,1,16,0,10,20,5,26,8,18,0,21,2,8,6,5,9,63,8,21,0,1,17,0,11,0,9,34,9,4,4,3
0,0,14,1,15,3,0,3,2,0,27,13,0,8,2,0,7,3,8,14,22,3,37,15,2,1,9,5,20,5,7,0,1,11,5,4,8,12,5,1,0,3,18,3,4,7,11,3,3,4,3,2,12,47,5,2,4,5,1,3,20,8,1,3,0,14,0,4,0,7,18,9,4,0,5,3,38,2,14,3,7,0,0,1,7,28,0,17,6,0,20,0,7,5,0,15,0,5,8,0,6,22,5,29,8,18,3,19,2,7,1,3,13,57,5,11,0,1,18,0,6,0,8,40,14,3,11,2
2,0,11,1,22,2,0,3,3,0,25,12,1,9,1,2,5,1,9,12,13,2,29,15,0,3,10,6,18,9,8,1,2,9,6,10,13,11,3,1,0,2,21,4,3,12,7,3,1,4,1,4,9,41,1,1,6,6,1,4,16,7,0,2,5,8,4,6,0,11,13,10,12,1,7,4,41,2,14,4,4,2,1,0,8,26,1,17,4,1,8,1,6,8,0,20,0,5,11,2,8,18,5,28,12,16,4,11,1,3,3,4,16,54,6,21,1,1,15,0,10,0,7,38,14,6,3,6
1,0,11,0,26,4,0,1,2,1,25,7,4,14,0,1,5,2,11,14,23,2,32,11,1,3,9,3,19,7,6,1,0,6,7,6,11,9,5,0,0,3,16,3,2,7,14,0,4,4,0,8,6,38,5,1,8,3,1,3,19,4,0,4,3,13,2,6,0,11,12,11,12,0,8,5,43,2,10,5,10,0,0,3,3,24,0,16,6,1,14,1,3,9,0,19,0,2,13,1,11,16,1,34,6,18,4,16,2,7,3,3,16,55,2,19,0,1,16,0,12,0,9,41,8,3,5,5
2,0,10,0,23,2,1,2,3,1,23,10,2,8,5,1,3,3,12,11,14,2,30,10,1,2,9,7,19,9,6,0,2,5,12,10,5,7,4,0,0,0,22,2,6,10,6,1,4,3,4,4,4,40,4,0,11,3,0,2,24,4,0,7,6,11,3,5,0,13,11,9,13,1,4,5,40,2,18,8,4,0,0,4,8,22,0,11,5,1,10,3,4,8,0,21,0,0,15,0,9,18,6,29,7,18,7,10,3,9,2,7,16,60,2,19,0,2,16,0,5,0,4,39,17,5,5,7
2,0,11,1,20,3,0,2,5,0,20,7,0,5,3,2,6,3,17,13,17,2,33,6,2,3,10,2,23,8,7,1,1,6,5,8,9,10,3,1,0,2,21,2,2,12,8,2,2,1,2,7,9,46,4,1,11,1,1,4,23,5,0,5,5,12,2,5,0,13,13,7,14,1,7,5,41,4,12,6,8,0,0,3,6,18,0,14,6,5,14,3,4,11,0,17,0,2,16,1,8,15,8,24,12,15,4,15,2,4,3,2,14,56,5,22,0,3,18,0,8,0,6,39,11,3,1,3
2,0,13,1,23,3,0,5,3,0,16,13,1,10,3,2,6,4,14,12,23,4,39,10,0,4,11,5,22,9,7,0,5,7,7,11,4,8,0,1,0,0,19,4,2,9,9,1,3,4,0,4,8,57,7,0,5,2,0,4,17,3,0,4,3,9,1,3,0,6,9,9,12,1,4,5,41,4,19,9,8,0,0,1,7,15,1,20,5,7,12,1,5,10,0,14,0,2,15,2,5,9,6,20,6,12,7,20,2,10,5,5,14,60,5,19,0,1,11,0,8,0,7,34,11,10,5,2
0,0,12,2,25,3,0,4,6,0,26,6,4,11,2,2,3,4,13,14,21,3,36,10,3,1,12,5,19,6,7,1,3,8,6,6,9,8,1,0,0,1,18,2,6,8,8,3,4,1,5,8,9,56,7,1,3,4,1,2,16,5,0,3,6,13,2,2,0,9,13,7,7,0,3,5,35,2,13,7,11,0,3,1,8,23,0,14,4,4,13,2,6,12,0,13,0,1,18,0,4,18,5,25,7,10,3,15,0,12,0,6,9,58,6,25,0,1,15,0,10,0,8,37,6,4,7,3
0,0,10,0,15,4,0,1,7,0,25,10,1,10,3,4,2,2,14,15,22,1,29,9,5,1,13,4,20,6,8,0,1,10,5,9,7,11,3,0,0,2,21,1,2,10,13,4,5,2,1,4,13,44,6,1,4,3,0,2,20,5,0,2,3,6,2,6,0,8,11,9,10,0,2,5,39,3,20,10,4,1,0,0,7,19,0,19,6,1,15,2,7,14,0,16,1,5,19,1,5,16,3,25,5,13,4,20,2,4,2,4,14,52,8,18,1,1,21,0,10,0,9,39,11,5,6,3
