21337,24036,18140,31863,29939,18146,12589,16251,16421,26797,24331,28286,12656,14519,27074,25212
29082,17629,18157,31753,30279,18130,12036,17019,16690,26737,24531,28377,12610,14460,26784,24743
28886,23782,13441,31905,30117,18205,12543,16957,16499,26595,24646,28167,12455,14132,27248,24888
29037,23879,17909,23766,30052,18567,12296,16771,16187,26437,25003,28276,12565,14353,26954,24804
29225,23606,18129,31533,22640,18712,12177,17462,16393,26024,24168,28340,12787,14533,26965,24698
29124,23361,17790,31750,29718,14204,12436,17692,16561,26534,25083,27964,12676,14487,26427,24542
29042,23488,18073,31564,30058,18684,9341,17153,16213,26421,25499,28120,12228,14209,26787,24957
29014,23730,17840,31777,29306,19578,11935,13575,16022,26458,24943,28158,12408,14408,26507,24839
29203,23641,17892,31842,30093,19318,12299,17863,12479,26147,24396,28170,12376,14342,26595,24336
29528,23342,17647,31228,29789,19839,12634,17822,16263,19790,24988,28044,12498,14048,26361,24606
29145,23372,17846,31454,29596,19986,12472,17903,16058,26308,19018,27912,12482,14036,26408,24712
29040,23332,18214,30985,29350,19903,12451,18699,16354,26289,25176,20697,12458,14181,26327,24404
29353,23344,17739,31763,30285,19690,12252,18232,16206,25886,24613,28316,9116,13777,26814,24312
29154,23322,17732,31065,29624,20632,12971,17931,16298,25899,25356,28155,12569,10457,26223,23977
29026,23390,17815,31097,29786,20137,12689,18184,15701,26031,25185,28145,12217,14100,20020,24860
28994,23457,17598,31442,29837,20058,12460,18647,16183,26462,24853,28012,12292,14139,26261,18075
