19,29,29,14,5,5,26,27,40,1,0,12,19,20,22,0,25,20,32,70,1,40,42,28,4,15,44,34,20,21,30,36,23,11,26,4,58,44,8,0,18,19,19,25,22,27,18,21,14,43,44,20,29,40,26,0,8,29,51,21,31,34,30,25,8,49,20,13,19,33,11,20,33,19,21,21,19,21,42,11,44,14,11,21,35,24,13,24,28,44,0,2,26,34,14,12,21,22,38,23,21,23,34,28,52,17,52,47,19,28,23,27,39,29,44,44,17,7,15,29,42,30,2,30,25,20,25,31
2,12,11,3,11,0,0,52,30,1,0,7,1,4,9,0,26,13,13,14,0,10,4,4,6,1,83,80,4,10,41,11,8,9,4,15,20,8,40,0,11,5,2,72,76,24,8,2,3,1,11,1,114,23,8,0,8,24,88,76,14,4,6,9,6,79,15,1,4,10,1,10,6,3,15,9,123,1,2,5,3,3,7,12,17,24,0,5,121,37,0,0,22,8,6,3,7,22,16,7,16,10,20,10,25,3,19,15,1,124,9,10,10,7,102,20,3,61,9,14,13,115,1,50,4,11,10,117
9,32,8,18,0,22,4,56,58,6,0,38,12,52,0,0,38,30,12,5,4,11,16,20,0,14,44,20,9,14,13,12,11,4,23,34,27,3,11,0,28,11,30,32,27,43,2,7,11,6,14,5,57,25,22,0,17,42,56,27,40,17,10,15,10,49,6,11,10,10,4,10,21,13,23,15,39,13,8,5,17,5,8,10,36,27,4,31,46,29,0,2,10,10,28,18,27,17,37,21,7,8,35,5,39,9,43,13,19,56,11,18,17,19,65,59,10,9,6,41,14,40,6,68,25,18,9,35
11,21,19,11,14,5,22,39,27,0,0,38,7,9,10,0,47,21,13,27,5,18,21,17,9,3,33,47,5,19,37,17,10,5,20,17,29,22,17,0,11,12,11,21,28,31,4,10,11,25,25,4,39,28,14,0,10,23,46,28,22,8,17,18,6,42,13,13,7,16,19,12,33,16,24,22,56,15,24,6,12,3,6,27,18,45,5,20,50,22,0,1,25,13,3,13,13,28,24,11,36,15,19,10,40,1,46,16,0,45,23,20,21,15,53,31,8,30,8,39,23,46,6,37,9,29,16,37
14,30,22,13,6,13,2,42,47,0,0,23,7,28,9,0,46,32,12,38,1,21,13,32,3,4,40,26,7,25,27,14,11,7,33,14,43,6,3,0,22,20,21,14,19,44,0,5,8,3,17,0,34,22,22,0,15,44,30,19,37,18,19,29,4,41,26,14,17,13,16,19,24,13,29,19,20,21,10,4,26,2,4,24,35,26,7,19,29,17,0,1,5,9,10,16,16,39,25,13,13,8,16,17,47,13,45,17,3,31,23,28,28,16,55,52,18,17,10,46,30,30,6,34,5,38,11,34
7,27,20,34,0,2,9,35,28,0,0,24,23,24,9,0,37,25,11,22,2,39,8,41,3,6,15,18,3,38,34,28,12,8,37,4,68,18,2,0,11,41,18,20,11,19,3,7,3,3,27,8,15,38,35,0,12,38,16,9,27,30,35,16,0,31,17,21,14,25,29,19,16,14,13,17,13,25,14,3,19,18,3,31,30,15,14,24,13,16,0,0,8,29,12,7,15,27,29,15,15,20,12,14,38,13,44,15,2,14,19,18,35,9,41,44,31,4,13,24,23,14,9,26,15,19,45,17
7,26,28,12,4,4,7,28,44,0,0,25,7,31,16,0,40,32,17,5,2,21,10,14,4,11,30,18,20,20,19,13,8,20,19,33,9,3,4,0,35,12,20,8,22,27,5,2,12,0,7,7,42,18,16,0,11,39,26,17,42,16,23,17,16,30,19,8,25,12,9,10,31,6,27,5,38,12,2,6,20,5,15,15,29,25,3,27,29,25,0,13,7,13,29,6,10,21,27,16,15,7,35,16,40,9,34,14,14,36,8,31,4,16,48,51,12,18,10,33,16,25,3,56,29,18,31,25
17,16,19,6,4,1,6,38,28,2,0,19,10,19,13,0,36,26,8,0,1,23,4,22,5,6,17,37,2,11,39,20,18,3,28,28,34,3,8,0,18,25,10,25,10,24,6,1,2,1,12,3,48,36,17,0,9,64,39,10,27,10,19,36,1,24,13,15,19,17,6,7,20,10,22,10,71,12,4,0,17,3,3,49,26,24,0,24,50,8,0,1,4,18,2,10,12,29,25,11,22,12,19,13,25,17,28,16,11,66,17,20,13,8,49,25,12,40,7,25,26,48,1,52,5,41,8,50
3,22,6,14,0,8,2,57,43,2,0,30,5,38,4,0,32,13,7,10,4,28,4,12,0,14,46,30,1,8,28,6,10,11,28,32,20,9,5,0,30,11,30,21,29,39,0,2,2,0,26,1,44,14,24,0,27,11,35,29,29,9,13,6,1,51,16,10,8,11,9,11,24,3,16,22,47,9,9,0,12,4,3,12,16,29,2,18,38,22,0,0,2,8,25,37,48,10,32,33,25,3,45,7,26,2,32,13,3,38,21,9,9,35,66,37,11,15,3,53,11,39,1,29,4,7,11,15
37,21,21,13,30,4,25,10,21,0,0,10,27,8,19,0,24,18,14,13,4,23,22,30,27,5,14,12,11,16,21,24,17,24,18,14,48,17,19,1,7,21,20,8,5,9,30,27,25,13,16,14,3,27,17,0,17,29,7,6,22,16,23,19,6,25,25,11,10,25,15,28,17,17,13,26,18,22,20,2,12,10,6,21,18,7,3,20,1,18,0,7,13,21,3,17,20,26,32,17,16,20,20,16,37,9,48,23,8,1,28,27,26,16,24,31,23,15,16,22,27,2,9,24,15,20,18,20
7,25,11,9,3,18,19,29,44,18,0,29,3,46,3,0,31,16,6,0,6,10,24,15,1,3,10,33,8,17,29,13,23,4,7,15,17,13,3,0,26,7,6,23,13,42,18,8,5,20,28,4,34,15,5,0,8,44,51,5,47,13,18,8,5,26,10,3,5,10,12,12,20,19,31,17,31,9,21,0,9,6,5,6,33,21,6,21,29,16,0,7,12,15,23,8,21,11,21,32,11,5,37,9,53,10,44,7,8,39,11,18,16,11,51,45,6,7,8,28,17,24,2,26,15,23,13,27
16,21,10,14,4,0,12,29,43,2,0,16,7,24,6,0,36,33,6,32,0,12,32,13,0,24,20,20,1,13,13,12,18,17,23,12,19,27,2,0,25,7,29,14,9,34,7,7,10,23,14,0,30,18,25,0,33,19,43,9,27,14,15,27,9,19,8,11,15,9,6,3,12,12,24,2,17,12,34,0,26,5,11,11,19,16,5,15,27,21,0,2,8,17,29,12,33,11,32,22,13,6,41,3,25,2,22,11,46,29,1,8,8,23,43,32,3,13,3,33,19,25,6,36,6,10,14,16
10,25,9,17,5,0,4,33,32,0,0,20,7,34,3,0,23,12,9,28,1,15,22,19,0,7,54,22,1,11,30,12,16,2,7,8,32,10,13,1,9,9,19,17,34,17,0,5,11,11,15,7,43,14,14,0,13,18,45,34,29,8,11,10,4,47,10,10,5,15,12,10,14,7,19,5,38,13,11,0,27,5,8,9,17,21,2,12,39,33,0,0,5,17,32,6,24,10,25,28,12,5,30,3,24,3,20,21,24,39,6,13,17,24,51,35,7,12,2,27,19,39,1,37,17,20,15,22
13,23,20,12,0,0,11,36,33,2,0,14,17,25,9,0,29,15,15,57,1,34,17,31,0,8,34,14,0,19,22,15,9,1,28,7,21,8,2,0,7,27,12,9,20,13,0,4,6,4,25,1,25,25,19,0,9,25,21,20,23,11,20,15,0,32,9,16,12,16,21,16,21,11,17,13,26,24,5,4,32,7,5,15,19,19,0,8,22,21,0,0,2,13,14,13,20,14,27,24,13,16,33,16,32,2,38,26,15,23,22,16,25,20,40,30,12,2,9,30,13,23,0,29,4,12,17,13
12,17,9,14,0,0,8,53,31,0,0,43,6,31,2,0,61,15,3,14,0,11,8,7,0,1,45,30,0,5,25,14,14,1,15,4,10,9,0,0,28,10,11,28,39,69,4,1,10,1,5,0,44,25,17,0,17,11,44,37,19,12,11,9,1,35,12,13,8,7,2,2,1,10,19,13,35,6,10,0,19,13,3,17,13,51,0,5,44,26,8,0,1,6,20,10,10,15,23,9,27,3,25,2,26,1,34,14,14,44,3,5,5,9,86,28,13,17,3,36,14,44,0,21,10,10,16,5
5,20,12,4,3,3,12,30,55,0,0,26,3,8,15,0,35,19,5,42,3,13,22,11,1,8,19,20,4,8,21,7,8,19,24,4,9,20,5,0,15,10,13,8,8,27,22,20,16,14,13,4,28,28,14,0,7,16,37,7,21,9,11,19,19,16,17,10,7,8,11,5,7,6,24,9,20,14,12,0,20,3,12,3,21,23,5,12,28,17,0,7,13,21,28,2,9,7,20,17,11,9,37,7,35,5,20,19,38,28,7,13,8,17,38,26,5,9,11,33,12,31,4,32,2,13,7,20
17,18,16,17,6,5,2,30,25,0,0,17,15,8,12,0,32,21,14,53,3,33,14,23,7,3,20,20,8,25,25,16,7,7,23,3,26,9,11,0,8,15,8,12,13,12,3,1,7,8,19,7,19,22,7,0,8,20,20,11,21,20,24,23,9,28,17,13,8,19,16,13,28,13,13,7,16,25,7,1,16,7,10,8,21,18,7,21,20,20,0,1,3,18,2,4,4,17,20,7,18,15,7,12,25,4,37,20,2,20,17,10,21,6,35,23,12,5,12,21,29,23,5,20,9,21,16,15
11,15,19,17,0,1,1,22,13,0,0,3,16,20,4,0,17,12,8,4,1,21,12,15,2,2,37,18,20,22,20,17,7,1,13,18,17,1,13,0,2,22,8,27,34,12,0,1,4,4,19,33,38,15,4,0,7,27,37,32,16,21,30,21,0,43,8,15,8,20,11,10,13,7,6,4,33,29,4,1,24,7,5,19,14,12,2,11,31,33,0,1,7,17,12,5,9,15,16,15,9,11,15,16,26,4,30,18,10,37,14,19,12,9,40,24,10,5,10,5,21,24,1,33,12,13,28,23
18,15,18,8,7,2,8,25,30,0,0,19,13,19,15,0,31,26,21,30,1,21,21,6,5,3,15,20,4,14,16,22,16,9,20,4,22,15,8,0,13,18,3,3,10,19,1,2,9,11,13,4,22,15,13,0,7,15,29,10,27,13,19,25,1,21,12,16,10,13,16,10,27,15,25,8,20,22,18,17,19,6,0,25,10,19,3,8,22,18,3,0,3,16,15,7,11,35,18,17,8,19,23,15,31,0,27,13,10,22,11,22,11,7,37,26,11,6,15,20,23,22,5,21,9,11,8,13
19,15,8,4,5,4,4,27,46,7,0,32,10,6,2,0,31,13,8,0,4,5,13,13,2,1,7,32,20,11,15,17,7,22,6,23,17,0,8,0,14,8,17,2,9,22,2,1,13,5,6,1,39,16,5,0,9,34,29,4,17,13,9,8,28,10,14,8,20,19,17,13,9,6,15,2,36,9,6,7,12,3,19,16,13,21,7,29,33,5,0,24,4,10,12,11,2,10,20,9,21,9,18,9,15,8,36,20,16,43,13,4,11,6,34,21,6,29,5,27,25,31,10,47,29,10,9,30
3,18,3,4,2,9,5,36,41,3,0,21,1,24,7,0,27,14,7,11,1,6,15,18,5,10,32,30,1,3,27,12,12,8,7,12,20,16,0,0,21,14,19,24,17,28,2,3,15,10,14,0,41,18,22,0,23,28,39,17,27,6,1,1,0,33,12,4,6,13,8,5,8,8,18,11,25,6,17,2,12,5,1,13,24,27,2,2,33,18,0,0,10,7,12,7,14,12,19,10,5,8,24,5,24,1,26,20,8,36,10,10,11,12,52,32,5,20,7,36,10,32,1,33,3,16,5,27
6,19,9,6,8,10,1,33,31,9,0,24,5,21,8,0,40,21,7,19,0,12,10,13,5,3,24,26,1,13,18,14,9,6,21,3,11,6,10,0,16,10,17,15,19,33,4,0,9,6,10,3,32,21,11,0,15,16,30,17,25,9,9,15,6,34,5,7,12,12,16,5,13,12,33,12,20,10,6,0,17,1,6,7,23,31,2,11,30,19,0,0,6,13,2,3,4,16,17,5,5,8,6,8,25,1,31,13,1,31,6,12,8,6,58,32,7,11,6,34,16,31,8,21,6,18,5,18
15,20,17,13,4,2,5,10,19,2,0,3,8,22,10,0,19,23,10,3,2,22,11,20,5,10,11,13,9,15,14,16,16,15,21,15,51,6,4,1,14,9,11,3,3,6,8,15,6,7,19,0,5,15,17,0,23,25,7,3,23,19,19,26,12,12,21,6,7,16,9,9,13,17,10,8,28,12,16,2,16,5,9,25,10,1,2,30,2,7,0,5,3,16,8,44,40,27,23,21,8,14,28,10,24,2,36,9,4,3,21,16,13,21,14,29,12,1,20,11,26,1,7,16,10,33,18,8
