28448,32049,24187,42482,39919,24195,16786,21670,21895,35729,32443,37714,16878,19359,36095,33613
38778,23506,24211,42335,40370,24171,16047,22693,22252,35647,32708,37835,16819,19279,35713,32992
38514,31707,17923,42540,40159,24273,16725,22608,21998,35458,32861,37555,16611,18841,36330,33185
38714,31838,23880,31685,40068,24754,16396,22360,21583,35250,33337,37702,16757,19138,35937,33075
38966,31475,24172,42043,30185,24948,16236,23282,21857,34697,32226,37786,17051,19377,35953,32935
38831,31148,23721,42331,39622,18940,16583,23588,22080,35377,33442,37285,16906,19319,35235,32722
38721,31316,24097,42085,40077,24909,12458,22871,21620,35226,33995,37493,16306,18946,35717,33277
38686,31640,23786,42366,39071,26105,15915,18101,21362,35276,33254,37543,16547,19213,35345,33121
38937,31518,23856,42455,40123,25756,16402,23819,16640,34861,32528,37558,16505,19123,35461,32448
39369,31123,23532,41636,39718,26451,16847,23765,21686,26386,33319,37390,16663,18729,35147,32810
38857,31162,23798,41936,39461,26648,16633,23872,21413,35077,25356,37215,16642,18714,35210,32950
38719,31111,24283,41313,39133,26539,16602,24933,21809,35050,33566,27594,16612,18909,35102,32539
39137,31126,23653,42351,40378,26254,16339,24308,21609,34512,32818,37753,12158,18368,35750,32417
38871,31095,23644,41419,39497,27511,17297,23909,21734,34528,33807,37539,16762,13941,34965,31968
38700,31186,23754,41462,39713,26848,16920,24248,20934,34707,33581,37525,16290,18801,26693,33148
38657,31275,23464,41922,39780,26743,16614,24865,21576,35282,33137,37349,16395,18851,35015,24100
