3100,1924,1376,652,796,612,1096,556,716,664,904,328,444,832,340,324
7072,4984,5716,4616,3704,3868,3700,3252,3244,3032,2516,2216,2260,2544,2108,1672
6104,2908,2820,1860,2292,1636,1648,1316,1504,1248,1280,1352,948,644,928,652
2468,4800,2900,3776,2124,1932,2016,2740,2368,1876,1704,1892,2300,1760,1816,2328
3776,1844,1668,1600,1648,1280,1252,1308,1028,840,940,1916,804,960,964,1076
12004,9432,8172,6932,6088,5944,5568,5312,4796,4580,4500,4048,4108,3704,3704,3448
1252,1612,1480,1224,832,656,864,540,688,544,632,464,432,976,612,356
2696,3600,2232,2568,2320,2372,2200,2184,1704,1884,1792,1812,1352,1076,1368,1524
2092,2892,1808,3156,1280,1728,1924,2104,1812,1120,1020,1844,1576,2032,1008,1088
6104,6168,4164,3288,4464,4436,2448,2240,1972,2876,3088,2536,2524,1472,2248,1812
5064,4564,3640,3276,2220,2460,2596,2440,2104,1644,1720,1712,1828,2172,1280,1240
3432,3652,2160,1836,2212,1928,1800,1084,1088,1748,1532,1252,1348,1036,908,812
3412,1896,3156,1672,1520,1268,1348,1588,1296,1088,1028,1180,1028,1264,1068,812
13764,8960,9240,7048,6676,5696,5580,5236,5972,5216,4584,4112,4012,3732,3728,3144
5472,3492,3488,2412,2152,1852,1876,2104,1644,1456,1376,1060,1372,1412,1696,1384
2732,2648,1660,1540,1592,1852,1364,1164,1056,1160,1400,1044,1056,656,928,792
