6200,5556,3604,7380,4280,4900,7136,5656,2324,6516,3548,5252,7772,3944,3560,2916
4388,4380,3196,6408,2940,4840,4976,5100,2652,4668,2760,4860,4676,3968,2492,3072
4000,3604,2584,4460,2416,3380,5044,4028,1856,4764,3008,3304,5332,2992,2528,2380
3216,2580,2252,3436,2160,3896,4712,3180,1848,3736,1564,3124,3888,3680,1772,2412
2760,3256,2344,3444,2084,2464,3600,3268,1636,2932,1760,2964,3220,2320,1872,1996
2484,2492,2580,3508,1916,2860,3672,2720,1484,3148,1344,2612,2816,2212,1736,1936
2464,2232,2036,2928,1876,2432,3576,3136,1504,2804,1104,2212,3272,2164,1552,1988
2556,2004,1868,2844,1688,3192,3332,2888,1732,2780,876,1680,2164,2196,1524,1844
2524,2140,1296,2404,1776,2648,3144,2588,1436,2776,828,1932,2552,1928,1312,1708
2352,2088,1800,2304,1576,2252,2580,2336,1284,1908,1156,2100,2556,1896,1300,1488
2392,2416,1680,2652,1616,2040,2572,2232,1268,2016,1036,1960,1660,1536,1288,1652
2432,1912,1860,2524,1588,2432,2596,2248,1160,1640,1108,1576,1480,1560,1132,1520
2236,1908,1368,2348,1140,2684,2520,2140,1020,1624,892,1636,1640,1672,1268,1296
2036,1696,1416,2216,1328,2152,2652,2180,1424,2024,652,1072,1452,1316,1056,1600
2112,1584,1520,1728,1128,1548,2208,1972,1016,1800,716,1572,1940,1340,1156,1364
1568,1660,1160,1856,1140,2076,2096,1560,908,1248,784,1432,1168,1608,960,1240
