0,14,113,0,22,10,17,19,31,12,15,33,12,4,14,14,4,19,0,2,22,17,6,2,13,37,0,19,18,1,35,16,14,2,17,0,2,0,32,14,0,45,8,17,10,26,10,7,21,7,26,36,22,6,9,64,1,18,1,8,9,1,5,44
5,0,123,3,22,13,18,17,18,13,3,2,11,10,17,16,9,24,1,7,15,18,14,1,0,13,2,0,13,3,57,9,25,7,20,0,7,0,26,11,3,24,5,31,9,24,12,9,10,9,20,41,22,2,9,73,1,15,1,11,7,4,6,93
2,10,0,2,22,17,29,11,26,17,6,7,13,7,12,21,8,47,0,1,13,11,9,2,7,17,2,3,6,11,69,13,22,7,13,0,3,0,30,11,4,19,4,10,11,25,8,8,6,8,12,48,17,7,12,79,3,13,7,16,9,1,5,72
0,13,114,0,26,13,17,6,42,11,6,0,7,8,15,20,3,31,0,12,3,5,10,10,0,1,2,16,13,7,66,12,16,3,14,0,5,4,47,8,3,35,3,43,10,40,8,8,13,5,24,28,27,6,9,84,0,9,6,10,19,0,2,39
9,6,62,0,0,9,13,16,49,9,21,14,1,5,12,10,10,18,0,0,9,15,6,40,2,25,3,11,13,1,16,27,24,5,10,0,3,0,55,10,1,18,16,23,38,53,12,9,25,6,16,46,11,45,5,38,0,6,6,11,67,4,3,12
1,5,57,0,11,0,14,7,82,5,24,13,5,6,5,8,3,23,0,1,5,6,2,21,2,10,0,3,7,25,19,68,11,4,7,0,2,0,87,21,0,14,5,50,19,70,6,5,7,2,8,35,8,64,7,53,1,3,8,9,48,3,1,21
3,15,120,3,23,9,0,16,32,11,1,11,10,10,21,14,6,34,1,0,9,16,9,2,3,17,2,11,10,6,62,15,24,3,18,0,5,0,37,11,0,22,5,15,12,22,10,9,15,5,24,39,17,8,4,72,1,10,0,3,10,1,8,98
15,11,113,0,14,13,16,0,16,16,10,5,7,9,22,23,6,25,1,11,3,13,17,7,2,25,0,4,30,2,38,11,22,3,11,0,5,0,23,6,5,23,8,14,14,26,14,16,20,6,27,26,24,17,10,50,0,10,6,10,21,4,6,99
3,8,76,1,15,6,13,10,0,7,13,13,16,4,8,11,0,24,0,1,7,9,9,27,9,16,1,2,21,10,44,35,35,0,10,0,4,0,57,19,5,18,1,24,31,39,1,14,16,0,17,26,9,35,7,55,4,16,7,9,51,0,2,51
4,13,117,3,25,19,18,21,23,0,6,33,3,8,14,19,14,22,0,7,11,17,12,0,3,27,3,11,23,7,42,15,10,6,10,4,2,0,34,8,0,34,6,39,8,27,20,11,9,11,15,28,18,4,11,62,0,4,1,6,14,11,3,53
2,12,112,7,21,13,11,8,33,10,0,1,9,10,18,15,14,8,0,4,10,8,15,6,13,6,11,9,8,4,54,22,19,12,19,0,3,0,55,13,4,27,6,68,7,27,18,10,7,13,13,54,21,2,7,69,7,21,5,6,13,1,2,10
1,4,58,0,8,5,21,8,81,6,26,0,5,8,5,9,0,55,0,5,0,8,2,24,0,8,0,0,18,11,34,59,15,0,4,4,3,0,74,21,1,16,13,52,18,42,2,3,11,2,9,38,10,31,8,64,0,2,9,13,71,0,4,0
13,9,125,3,20,13,21,15,24,14,6,1,0,8,19,21,9,20,0,10,11,13,11,6,2,24,1,4,19,6,52,11,14,7,10,0,4,0,32,7,2,30,8,28,6,35,18,14,21,6,21,28,23,10,9,67,0,6,3,11,10,7,4,70
0,8,82,0,12,4,22,11,58,5,17,3,5,0,9,7,1,35,1,7,8,11,1,31,2,5,0,0,16,9,37,37,35,2,8,0,5,0,67,10,2,23,2,67,11,55,6,6,23,2,12,37,11,57,8,62,0,2,7,16,31,1,4,2
2,6,78,1,15,6,31,7,60,6,22,4,10,7,0,9,0,34,0,1,14,7,3,30,2,11,4,0,17,10,43,21,29,0,5,2,3,0,39,20,7,21,14,18,23,32,1,18,19,0,16,29,10,30,8,66,2,17,12,28,39,0,4,43
5,9,112,4,16,7,20,18,38,9,13,0,6,7,20,0,6,33,0,21,3,16,8,18,4,14,4,7,14,8,53,18,17,5,8,0,2,0,36,2,2,23,10,56,13,28,14,15,22,5,22,29,23,23,11,59,1,3,12,19,20,4,5,10
0,8,51,2,9,4,13,7,79,5,39,14,1,9,5,7,0,22,0,0,8,6,2,58,1,9,1,1,5,12,24,53,9,0,7,0,5,0,58,42,0,18,6,26,31,54,5,15,30,2,9,26,8,57,7,46,1,0,6,9,71,1,3,14
4,2,68,0,7,9,22,5,74,9,31,1,0,3,7,9,2,0,0,17,7,4,8,33,2,8,0,3,19,4,29,58,34,3,5,0,4,0,80,23,2,12,1,43,10,54,9,11,17,3,9,33,9,22,8,58,0,3,9,10,73,2,1,21
6,8,115,0,25,19,22,13,24,15,10,0,9,13,21,17,10,26,0,0,13,13,14,9,5,20,4,7,19,6,45,10,16,5,12,0,3,0,27,10,1,13,9,24,12,16,16,12,21,5,25,28,22,12,14,60,3,8,5,12,10,6,6,93
16,12,119,0,28,12,4,45,10,17,4,0,1,10,15,20,15,1,0,0,1,42,16,4,1,27,1,39,23,4,41,4,21,7,15,0,6,0,8,7,8,43,13,61,14,26,16,19,14,12,22,14,17,18,4,41,0,5,2,0,22,6,1,23
