8576,6680,9629,3710,9359,6484,1347,3725,9729,3906,4342,2548,2799,7793,4960,2924
11400,5050,9834,3937,9132,6695,1385,3749,9858,3707,4188,2516,2699,7595,4852,2983
11373,6523,7394,3793,9160,6589,1314,3761,10463,4042,3517,2797,2723,7659,4851,2950
11056,6599,9619,3022,9193,6314,1279,3783,10138,4291,3646,2713,2650,7542,5366,3023
11260,6956,9755,3822,6995,6600,1365,3866,10042,3650,3739,2903,2951,7567,4806,2809
11487,6754,9878,3806,9327,4923,1309,3796,9984,3593,3624,2710,2914,7672,4961,2825
11139,6704,10025,3916,9232,6651,991,3754,10427,3739,3541,2814,2893,7433,4877,2843
11231,6724,9428,3878,9193,6620,1237,2854,10701,3672,3918,2809,2838,7479,4893,2952
11088,6636,9510,3653,9173,6639,1220,3783,7935,3605,3842,3021,2892,7557,4932,2885
11219,6777,9668,3917,9415,6489,1369,3882,9914,2979,3989,2732,2655,7528,4897,2902
11346,6572,10037,4190,9087,6645,1387,3759,9923,4007,2853,2645,2715,7366,4975,2962
11499,6755,10189,3860,9570,6704,1120,3744,9534,3464,3686,2013,2977,7622,5057,2810
11329,6511,10000,3810,9173,6857,1254,3678,10419,3844,3918,2689,2066,7460,4729,2883
11498,6487,10232,4047,9360,6219,1368,3638,9946,4017,3717,2467,2657,5557,5371,2849
11417,6639,10238,3834,9324,6473,1113,3733,10101,3603,3897,2703,2680,7461,3799,3043
11169,6857,9900,4093,9168,6674,1324,3719,10247,3760,3846,2660,2670,7207,5128,2179
